,name,rating,number_of_ratings,final_price,original_price,discount,language,bind,author,discount_range
975,A Textbook Of Information Technology For Class 10 (Subj...,4.2,287,429,499,14,English,Paperback,goyal brother prakashan,11-20
976,Problems in General Physics,4.5,6717,90,100,10,English,Paperback,Irodov I.E.,1-10
977,Quantitative Aptitude For Competitive Examinations,4.6,9,545,750,27,English,Paperback,R.S.Aggarwal,21-30
978,Physics Part I Textbook For Class XI,4.7,6,158,160,1,English,Paperback,ncert,1-10
979,Developmental Psychology 5E,4.4,362,537,765,29,English,Paperback,Hurlock Elizabeth B.,21-30
980,As A Man Thinketh - A Person is Limited Only By Thought...,4.4,3141,156,175,10,English,Paperback,Allen James,1-10
981,"Vapurza, Marathi By V P Kale",4.4,57,187,220,15,English,Paperback,v p kale,11-20
982,Autobiography of a Yogi,4.6,1336,105,225,53,English,Paperback,Yogananda Paramahansa,51-60
983,Wuthering Heights,5.0,3,197,250,21,English,Paperback,Bronte Emily,21-30
984,Ncert Sampurna Hal - Rasayan for Class XII,4.4,309,175,185,5,Hindi,Paperback,M.A.,1-10
985,Cengage Physics (3-Edition)(2019-20) 6-Book Set (Mech.-...,4.7,316,2790,4474,37,English,Paperback,B.M.SHARMA,31-40
986,Five Point Someone - What Not to do at Iit,4.4,6178,114,195,41,English,Paperback,Bhagat Chetan,41-50
987,Rich Dad Poor Dad,4.6,47,210,225,6,English,Paperback,ROBERT T.KIYOSAKI &SHARON L.LECHTER,1-10
988,RRB NTPC (Railway Bharti Board Pariksha For 10+2 & Grad...,4.3,37,174,320,45,English,Paperback,SPARK,41-50
989,SARAT RACHANA SAMAGRA | Vol - 1,4.4,263,165,220,25,English,Hardcover,Sarat Chandra Chattopadhyay,21-30
990,UP POLICE MOOLVIDHI SAVINDHAN MANSIK AVAM ABHIRUCHI,3.8,45,125,150,16,Hindi,Paperback,SD PUBLICATION,11-20
991,Mathematics for Joint Entrance Examination Jee (Advance...,4.5,3627,620,889,30,English,Paperback,Tewani G.,21-30
992,"The Lexicon Nitishashtra (Ethics) , Satyanishtha (Integ...",4.4,313,299,360,16,English,Paperback,CHRONICLE,11-20
993,Review of Pediatrics & Neonatology,4.4,68,849,995,14,English,Paperback,Mehra Taruna,11-20
994,Mein Kampf,4.4,3369,359,399,10,English,Hardcover,Hitler Adolf,1-10
995,Mrs Funnybones,3.7,30,170,200,15,Hindi,Paperback,Khanna Twinkle,11-20
996,Cracking the Csat Paper-2,4.3,517,552,785,29,Hindi,Paperback,unknown,21-30
997,Mathematics for Joint Entrance Examination Jee (Advance...,4.5,3627,615,819,24,English,Paperback,Tewani G.,21-30
998,Mathematics for Joint Entrance Examination Jee (Advance...,4.5,3627,355,509,30,English,Paperback,Tewani G.,21-30
999,Mathematics for Joint Entrance Examination Jee (Advance...,4.5,3627,525,699,24,English,Paperback,Tewani G.,21-30
1000,Mathematics for Joint Entrance Examination JEE (Advance...,4.5,3627,565,719,21,English,Paperback,Tewani G.,21-30
1001,1000 Most Probable IAS Prelim MCQS with Additional 500 ...,4.5,59,199,325,38,English,Paperback,Malik Ashish,31-40
1002,The Origin of Species,4.5,2180,196,225,12,English,Paperback,Darwin Charles,11-20
1003,Objective NCERT at your Fingertip Biology XI-XII (Hindi...,4.3,503,614,800,23,Hindi,Paperback,MTG Editorial Board,21-30
1004,Post Graduate Entrance Examination Commerce,4.3,175,147,205,28,English,Paperback,Arihant Experts,21-30
1005,Chemistry Part 1 Class XI,4.2,1855,178,190,6,English,Paperback,unknown,1-10
1006,All In One Economics Class 12,4.3,11,330,375,12,English,Paperback,Ritu Batra,11-20
